,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
625,movie,Dear John,Dear John,0,2010,\N,108,"Drama,Romance,War"
626,movie,Detention,Detention,0,2010,\N,81,"Horror,Thriller"
627,movie,The Green Hornet,The Green Hornet,0,2011,\N,119,"Action,Comedy,Crime"
628,movie,The Significant Other,The Significant Other,0,2012,\N,90,"Comedy,Romance"
629,short,The Passport,The Passport,0,2010,\N,18,Short
630,tvMovie,Dave Brubeck: In His Own Sweet Way,Dave Brubeck: In His Own Sweet Way,0,2010,\N,85,Documentary
631,movie,Hanna,Hanna,0,2011,\N,111,"Action,Drama,Thriller"
632,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Comedy,Crime"
633,movie,Adventure Scouts,Adventure Scouts,0,2010,\N,83,"Action,Adventure,Comedy"
634,movie,The Courier,The Courier,0,2012,\N,95,"Action,Crime,Drama"
635,movie,The Unforgiven,The Unforgiven,0,2011,\N,115,Drama
636,movie,Pelé: Birth of a Legend,Pelé: Birth of a Legend,0,2016,\N,107,"Biography,Drama,Sport"
637,movie,The Extendables,The Extendables,0,2014,\N,84,Comedy
638,movie,Legend of the Red Reaper,Legend of the Red Reaper,0,2013,\N,99,"Action,Adventure,Fantasy"
639,movie,The Slimbones,The Slimbones,0,2014,\N,\N,Animation
640,movie,Bibliothèque Pascal,Bibliothèque Pascal,0,2010,\N,105,Drama
641,movie,The Experiment,The Experiment,0,2010,\N,96,"Drama,Thriller"
642,movie,Looking for the Lost Tango,Stadilaista tangoa etsimässä,0,2010,\N,90,"Documentary,Music"
643,movie,Two Knives,Two Knives,0,2011,\N,107,Action
644,movie,Straw Dogs,Straw Dogs,0,2011,\N,110,"Action,Drama,Thriller"
645,movie,Megamind,Megamind,0,2010,\N,95,"Action,Animation,Comedy"
646,tvMovie,Welcome to the Family,Welcome to the Family,0,2010,\N,\N,Reality-TV
647,movie,The Young Messiah,The Young Messiah,0,2016,\N,111,"Drama,Fantasy"
648,movie,If You Only Knew,If You Only Knew,0,2011,\N,106,Drama
649,movie,Call of Life,Call of Life,0,2010,\N,60,Documentary
650,movie,Last Breath,Last Breath,0,2010,\N,91,Horror
651,movie,The Iron Lady,The Iron Lady,0,2011,\N,105,"Biography,Drama"
652,movie,Colombian Interviews,Colombian Interviews,0,2011,\N,\N,"Drama,Thriller"
653,movie,Opal,Opal,0,2010,\N,79,Drama
654,movie,The Steamroom,The Steamroom,0,2010,\N,91,"Comedy,Drama"
655,movie,Return of the Atom,Atomin paluu,0,2015,\N,110,Documentary
656,movie,Love Sick Diaries,Love Sick Diaries,0,2010,\N,\N,Drama
657,movie,Knight and Day,Knight and Day,0,2010,\N,109,"Action,Comedy"
658,movie,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,0,2010,\N,107,"Action,Comedy,Crime"
659,movie,Alice in Wonderland,Alice in Wonderland,0,2010,\N,108,"Adventure,Family,Fantasy"
660,movie,Child 44,Child 44,0,2015,\N,137,"Crime,Drama,Thriller"
661,movie,Bad Dog and Superhero,Bad Dog and Superhero,0,2014,\N,72,Comedy
662,movie,Holy Wars,Holy Wars,0,2010,\N,84,Documentary
663,movie,Felony Murder,Felony Murder,0,2019,\N,\N,"Documentary,Drama"
664,video,The Fracktaplots,The Fracktaplots,0,2010,\N,66,Comedy
665,movie,The Sisterhood of Night,The Sisterhood of Night,0,2014,\N,104,"Drama,Mystery,Thriller"
666,movie,The Cursed,The Cursed,0,2010,\N,88,"Horror,Romance,Thriller"
667,movie,Pax,Pax,0,2010,\N,75,Drama
668,movie,Prime of Your Life,Prime of Your Life,0,2010,\N,93,"Comedy,Drama,Romance"
669,movie,Splintered,Splintered,0,2010,\N,85,"Horror,Thriller"
670,movie,The Runaways,The Runaways,0,2010,\N,106,"Biography,Drama,Music"
671,movie,The Tortured,The Tortured,0,2010,\N,79,"Horror,Thriller"
672,movie,Heart Like a Hand Grenade,Heart Like a Hand Grenade,0,2015,\N,96,Documentary
673,movie,Our Brand Is Crisis,Our Brand Is Crisis,0,2015,\N,107,"Comedy,Drama"
674,movie,Jeffie Was Here,Jeffie Was Here,0,2010,\N,110,"Adventure,Comedy"
675,movie,Deal,Deal,0,2010,\N,101,"Action,Drama"
676,movie,Selma,Selma,0,2014,\N,128,"Biography,Drama,History"
677,movie,Centurion,Centurion,0,2010,\N,97,"Action,Adventure,Drama"
678,movie,Patagonia,Patagonia,0,2010,\N,119,"Adventure,Drama"
679,movie,The Method,The Method,0,2017,\N,\N,"Drama,Mystery,Romance"
680,movie,Certified Copy,Copie conforme,0,2010,\N,106,Drama
681,movie,Takedowns and Falls,Takedowns and Falls,0,2010,\N,127,"Documentary,Sport"
682,movie,Babies,Bébé(s),0,2010,\N,79,Documentary
683,movie,Odd Brodsky,Odd Brodsky,0,2014,\N,93,Comedy
684,tvSeries,Diário do Olivier,Diário do Olivier,0,2016,2017,\N,Family
685,movie,Deer Season,Deer Season,0,2015,\N,92,Thriller
686,movie,Rising Star,Rising Star,0,2010,\N,98,Drama
687,movie,The Way Back,The Way Back,0,2010,\N,133,"Adventure,Drama,History"
688,movie,Where's My Stuff?,Where's My Stuff?,0,2011,\N,85,Comedy
689,movie,Kingshighway,Kingshighway,0,2010,\N,\N,Crime
690,movie,Programming the Nation?,Programming the Nation?,0,2011,\N,105,Documentary
691,movie,Argo,Argo,0,2012,\N,120,"Biography,Drama,Thriller"
692,movie,Session,Session,0,2011,\N,89,Drama
693,short,8 Butterflies,8 Butterflies,0,2010,\N,17,"Drama,Horror,Short"
694,movie,The People I've Slept With,The People I've Slept With,0,2012,\N,89,Comedy
695,movie,Gunned Down,Gunned Down,0,2017,\N,95,"Action,Thriller"
696,movie,Palominas,Palominas,0,2018,\N,\N,"Action,Drama,Western"
697,movie,Gemini Man,Gemini Man,0,2019,\N,\N,"Action,Drama,Sci-Fi"
698,movie,The Pardon,The Pardon,0,2013,\N,120,Crime
699,movie,Dead Americans,Dead Americans,0,2010,\N,\N,Sci-Fi
700,movie,Kill Speed,Kill Speed,0,2010,\N,113,"Action,Crime,Thriller"
701,movie,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,0,2010,\N,133,Drama
702,movie,Tied in Blood,Tied in Blood,0,2012,\N,88,"Drama,Horror,Mystery"
703,movie,Asylum Blackout,The Incident,0,2011,\N,85,"Horror,Thriller"
704,movie,The Magnificent Eleven,The Magnificent Eleven,0,2013,\N,91,"Comedy,Drama,Sport"
705,movie,Secretariat,Secretariat,0,2010,\N,123,"Biography,Drama,Family"
706,movie,Krrish 3,Krrish 3,0,2013,\N,152,"Action,Adventure,Sci-Fi"
707,movie,Poltergeist,Poltergeist,0,2015,\N,93,"Horror,Thriller"
708,movie,Tied to a Chair,Tied to a Chair,0,2011,\N,94,Comedy
709,short,The Small Assassin,The Small Assassin,0,2011,\N,16,"Mystery,Short,Thriller"
710,tvEpisode,Baby on Board,Baby on Board,0,2010,\N,\N,"Comedy,Romance"
711,movie,Beautiful Girl,Beautiful Girl,0,2014,\N,90,Drama
712,movie,The Warrior's Way,The Warrior's Way,0,2010,\N,100,"Action,Fantasy,Western"
713,movie,Inseparable,Xing ying bu li,0,2011,\N,97,"Drama,Mystery"
714,movie,The Descendants,The Descendants,0,2011,\N,115,"Comedy,Drama"
715,tvMiniSeries,Alias Grace,Alias Grace,0,2017,2017,60,"Biography,Crime,Drama"
716,movie,Bad Meat,Bad Meat,0,2011,\N,92,"Comedy,Horror"
717,movie,Somewhere Tonight,Somewhere Tonight,0,2011,\N,85,"Comedy,Drama,Romance"
718,movie,Iron Sky,Iron Sky,0,2012,\N,93,"Action,Comedy,Sci-Fi"
719,movie,Cold Skin,Cold Skin,0,2017,\N,108,"Adventure,Horror,Sci-Fi"
720,movie,The Eagle,The Eagle,0,2011,\N,114,"Action,Adventure,Drama"
721,movie,Suspiria,Suspiria,0,2018,\N,152,"Fantasy,Horror,Mystery"
722,movie,The Photon Effect,The Photon Effect,0,2010,\N,102,Sci-Fi
723,movie,Women's Studies,Women's Studies,0,2010,\N,96,Horror
724,movie,Cody the Robosapien,Robosapien: Rebooted,0,2013,\N,86,"Adventure,Drama,Family"
725,movie,Everyday,Everyday,0,2012,\N,106,Drama
726,tvSeries,Unterwegs in Sachsen,Unterwegs in Sachsen,0,2018,\N,30,Documentary
727,tvSeries,Unterwegs in Sachsen-Anhalt,Unterwegs in Sachsen-Anhalt,0,2016,\N,30,Documentary
728,tvSeries,Unterwegs in Thüringen,Unterwegs in Thüringen,0,2018,\N,30,Documentary
729,movie,The Book of Eli,The Book of Eli,0,2010,\N,118,"Action,Adventure,Drama"
730,videoGame,StarCraft II: Wings of Liberty,StarCraft II: Wings of Liberty,0,2010,\N,\N,"Action,Sci-Fi"
731,movie,The King of Fighters,The King of Fighters,0,2010,\N,93,"Action,Sci-Fi,Thriller"
732,movie,Legion,Legion,0,2010,\N,100,"Action,Fantasy,Horror"
733,movie,The Story of Luke,The Story of Luke,0,2012,\N,96,"Comedy,Drama"
734,movie,The Bounty Hunter,The Bounty Hunter,0,2010,\N,110,"Action,Comedy,Romance"
735,movie,Manipulation,Manipulation,0,2011,\N,90,"Drama,Thriller"
736,movie,Let the Game Begin,Let the Game Begin,0,2010,\N,110,"Comedy,Drama,Mystery"
737,movie,The Nutcracker in 3D,The Nutcracker in 3D,0,2010,\N,110,"Action,Family,Fantasy"
738,movie,Just Inès,Just Inès,0,2010,\N,90,Drama
739,tvMovie,Dark Island,Dark Island,0,2010,\N,87,"Action,Sci-Fi,Thriller"
740,movie,The Legend of Hercules,The Legend of Hercules,0,2014,\N,99,"Action,Adventure,Fantasy"
741,movie,Not Another B Movie,Not Another B Movie,0,2010,\N,87,Comedy
742,movie,For the Good of Others,El mal ajeno,0,2010,\N,107,"Drama,Sci-Fi,Thriller"
743,tvSeries,Titans,Titans,0,2018,\N,45,"Action,Adventure,Fantasy"
744,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance"
745,movie,Wasteland,Wasteland,0,2011,\N,80,"Action,Adventure,Sci-Fi"
746,movie,You and I,You and I,0,2011,\N,100,"Drama,Romance"
747,movie,Ghost Hoax,Ghost Hoax,0,2010,\N,108,"Horror,Mystery,Thriller"
748,video,Cross,Cross,0,2011,\N,105,"Action,Fantasy"
749,movie,Unfinished Song,Song for Marion,0,2012,\N,90,"Comedy,Drama,Music"
750,movie,Aaj Kal,Aaj Kal,0,2010,\N,90,"Comedy,Romance"
751,movie,Camp Hell,Camp Hell,0,2010,\N,99,"Drama,Horror"
752,movie,Caris' Peace,Caris' Peace,0,2011,\N,76,Documentary
753,movie,Parental Guidance,Parental Guidance,0,2012,\N,105,"Comedy,Family"
754,movie,Beyond the Barbed Wire: An Artist View of the Holocaust,Beyond the Barbed Wire: An Artist View of the Holocaust,0,2010,\N,68,"Documentary,War"
755,video,Einstein Pals,Einstein Pals,0,2011,\N,\N,Family
756,tvSeries,Living Biblically,Living Biblically,0,2018,2018,30,Comedy
757,movie,"Girl, Adopted","Girl, Adopted",0,2013,\N,78,"Biography,Documentary,Drama"
758,movie,Howl,Howl,0,2010,\N,84,"Biography,Drama,Romance"
759,movie,Pablo,Pablo,0,2012,\N,90,"Animation,Biography"
760,movie,Chasing Happiness,Chasing Happiness,0,2012,\N,80,Comedy
761,movie,The Singularity Is Near,The Singularity Is Near,0,2010,\N,79,"Documentary,Drama,Sci-Fi"
762,video,Boy Toy,Boy Toy,0,2011,\N,91,Comedy
763,tvSeries,The Shannara Chronicles,The Shannara Chronicles,0,2016,\N,42,"Adventure,Fantasy,Sci-Fi"
764,movie,"Havana, Habana","Havana, Habana",0,2017,\N,65,Drama
765,movie,The Portal,The Portal,0,2010,\N,86,Horror
766,movie,Ivory,Ivory,0,2010,\N,84,"Drama,Music"
767,movie,Lost Everything,Lost Everything,0,2010,\N,97,Drama
768,movie,Goosebumps,Goosebumps,0,2015,\N,103,"Adventure,Comedy,Family"
769,tvEpisode,Winter Tech,Winter Tech,0,2010,\N,\N,"Documentary,History"
770,movie,Repo Men,Repo Men,0,2010,\N,111,"Action,Crime,Sci-Fi"
771,movie,The Big Year,The Big Year,0,2011,\N,100,Comedy
772,movie,Dreams Awake,Dreams Awake,0,2011,\N,110,Drama
773,movie,One Lucky Elephant,One Lucky Elephant,0,2010,\N,84,Documentary
774,movie,House Broken,House Broken,0,2010,\N,84,Comedy
775,movie,The Best Things in the World,As Melhores Coisas do Mundo,0,2010,\N,100,"Comedy,Drama"
776,movie,Life as We Know It,Life as We Know It,0,2010,\N,114,"Comedy,Drama,Romance"
777,movie,The Dead Matter,The Dead Matter,0,2010,\N,90,"Fantasy,Horror"
778,movie,Down and Distance,Down and Distance,0,2010,\N,\N,"Family,Sport"
779,tvSeries,Pink Panther & Pals,Pink Panther & Pals,0,2010,2010,\N,"Animation,Comedy,Family"
780,tvEpisode,Episode XCII,Episode XCII,0,2017,\N,22,"Action,Adventure,Animation"
781,movie,Sophomore,Sophomore,0,2012,\N,98,Comedy
782,tvEpisode,Episode #1.5889,Episode #1.5889,0,2010,\N,\N,"Drama,Romance"
783,movie,Four Stories of St. Julian,Four Stories of St. Julian,0,2010,\N,85,"Crime,Thriller"
784,movie,Transit,Transit,0,2012,\N,88,"Action,Crime,Thriller"
785,movie,The Legend of Awesomest Maximus,The Legend of Awesomest Maximus,0,2011,\N,90,"Action,Comedy"
786,movie,Spud,Spud,0,2010,\N,103,"Comedy,Drama"
787,movie,Até Onde?,Até Onde?,0,2011,\N,73,"Mystery,Thriller"
788,movie,The Rogue,The Rogue,0,2019,\N,\N,"Action,Drama,Thriller"
789,movie,This Bitter Earth,This Bitter Earth,0,2012,\N,76,"Drama,Music"
790,movie,Small Town Saturday Night,Small Town Saturday Night,0,2010,\N,94,Drama
791,movie,Bare Knuckles,Bare Knuckles,0,2010,\N,90,"Action,Drama"
792,tvSeries,Queen of the South,Queen of the South,0,2016,\N,42,"Action,Crime,Drama"
793,movie,The Evolution of Dad,The Evolution of Dad,0,2010,\N,94,Documentary
794,movie,Je ne vous oublierai jamais,Je ne vous oublierai jamais,0,2010,\N,85,"Drama,History"
795,movie,Boyhood,Boyhood,0,2014,\N,165,Drama
796,movie,Costa Rica 3D,Costa Rica 3D,0,2019,\N,82,"Adventure,Documentary"
797,movie,The Ascension,The Ascension,0,2011,\N,93,"Drama,Horror"
798,movie,The Vampires of Zanzibar,The Vampires of Zanzibar,0,2010,\N,106,"Comedy,Horror,Musical"
799,movie,For Christ's Sake,For Christ's Sake,0,2010,\N,\N,Comedy
800,tvEpisode,Engineering Disasters: New Orleans,Engineering Disasters: New Orleans,0,2013,\N,\N,"Documentary,History"
801,movie,Water for Elephants,Water for Elephants,0,2011,\N,120,"Drama,Romance"
802,movie,Adult World,Adult World,0,2013,\N,97,"Comedy,Drama"
803,movie,Game of Assassins,The Gauntlet,0,2013,\N,80,"Action,Adventure,Horror"
804,movie,Monte Carlo,Monte Carlo,0,2011,\N,109,"Adventure,Comedy,Family"
805,movie,Footloose,Footloose,0,2011,\N,113,"Comedy,Drama,Music"
806,movie,Cavaliers seuls,Cavaliers seuls,0,2010,\N,\N,Documentary
807,movie,Sunburnt Angels,Sunburnt Angels,0,2011,\N,119,"Comedy,Crime"
808,movie,House of Good and Evil,House of Good and Evil,0,2013,\N,108,"Horror,Thriller"
809,movie,Midnight Son,Midnight Son,0,2011,\N,88,Horror
810,movie,The Two Deaths of Quincas Wateryell,Quincas Berro d'Água,0,2010,\N,104,"Comedy,Drama"
811,movie,Habana Eva,Habana Eva,0,2010,\N,106,"Comedy,Romance"
812,tvEpisode,More Ice,More Ice,0,2015,\N,\N,"Documentary,History"
813,tvEpisode,Yard Tech,Yard Tech,0,2013,\N,\N,"Documentary,History"
814,movie,Good Intentions,Good Intentions,0,2010,\N,84,Comedy
815,movie,Elvis & Madonna,Elvis & Madona,0,2010,\N,105,"Comedy,Romance"
816,movie,The Dead Sleep,The Dead Sleep,0,2010,\N,94,"Drama,Thriller"
817,movie,The Amazing Adventures of the Living Corpse,The Amazing Adventures of the Living Corpse,0,2012,\N,88,"Action,Animation,Fantasy"
818,movie,Blood River,Blood River,0,2010,\N,93,Horror
819,movie,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,0,2011,\N,96,"Action,Fantasy,Thriller"
820,movie,Jelly,Jelly,0,2010,\N,104,"Comedy,Romance"
821,movie,From the Midst of Pain,From the Midst of Pain,0,2010,\N,\N,"Documentary,Drama"
822,movie,Winchester,Winchester,0,2018,\N,99,"Biography,Fantasy,Horror"
823,movie,Messages Deleted,Messages Deleted,0,2010,\N,92,"Mystery,Thriller"
824,movie,Buffalo Girls,Buffalo Girls,0,2012,\N,65,Documentary
825,movie,Subway Busker,Subway Busker,0,2010,\N,101,"Documentary,Music"
826,movie,The Reverend,The Reverend,0,2011,\N,98,Horror
827,movie,See You in September,See You in September,0,2010,\N,91,"Comedy,Romance"
828,tvEpisode,Coast to Coast,Coast to Coast,0,2017,\N,\N,"Action,Crime,Reality-TV"
829,movie,Troubadours,Troubadours,0,2010,\N,\N,Drama
830,tvSeries,The Passage,The Passage,0,2018,\N,\N,"Action,Adventure,Drama"
831,movie,Skyfall,Skyfall,0,2012,\N,143,"Action,Adventure,Thriller"
832,movie,Beyond the Grave,Beyond the Grave,0,2010,\N,89,"Action,Crime,Horror"
833,movie,Jonah Hex,Jonah Hex,0,2010,\N,81,"Action,Drama,Fantasy"
834,movie,The Dark Party,The Dark Party,0,2013,\N,95,"Drama,Romance"
835,movie,Underground,ASD. Alma sin dueño,0,2010,\N,\N,\N
836,movie,The Beautiful and Damned,The Beautiful and Damned,0,2010,\N,\N,Drama
837,movie,Dark Shadows,Dark Shadows,0,2012,\N,113,"Comedy,Fantasy,Horror"
838,movie,Krews,Krews,0,2010,\N,105,"Action,Crime,Drama"
839,movie,Psychosomatika,Psychosomatika,0,2010,\N,\N,"Comedy,Drama,Mystery"
840,movie,Elimination,Elimination,0,2010,\N,87,"Action,Horror,Thriller"
841,movie,Frances: A Mother Divine,Frances: A Mother Divine,0,2010,\N,\N,Documentary
842,movie,Hauntsville,Hauntsville,0,2016,\N,\N,"Horror,Thriller"
843,movie,Hysteria,Hysteria,0,2010,\N,\N,"Horror,Thriller"
844,movie,The Girl from the Naked Eye,The Girl from the Naked Eye,0,2012,\N,84,"Action,Crime,Mystery"
845,movie,Beautiful Noise,Beautiful Noise,0,2014,\N,87,"Documentary,Music"
846,movie,Happiness Runs,Happiness Runs,0,2010,\N,88,Drama
847,movie,10 Years Later,10 Years Later,0,2010,\N,98,"Comedy,Drama"
848,movie,Jens Jensen: Harmonious World,Jens Jensen: Harmonious World,0,2010,\N,\N,Documentary
849,movie,Jerry Cotton,Jerry Cotton,0,2010,\N,90,"Action,Comedy,Crime"
